Date/Time,BLOCK TESTBLOCK STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK TESTBLOCK STOREY 1:Zone Mean Air Temperature [C](Hourly) 
 01/06  20:00:00,11.347435936542258,6.6331536472368939 
 01/06  21:00:00,11.077142368018695,6.410369922065627 
 01/06  22:00:00,10.952119853945746,6.336751286889121 
 01/06  23:00:00,10.871589138842012,6.291568353506863 
 01/06  24:00:00,10.782624394028668,6.2138491940679529 
 01/07  01:00:00,10.665540950024207,6.083840054699319 
 01/07  02:00:00,10.543465950289415,5.931777329909247 
 01/07  03:00:00,10.426990696417459,5.774792523949086 
 01/07  04:00:00,10.3976600075096,5.692703067243757 
 01/07  05:00:00,10.388288094625097,5.628944993312072 
 01/07  06:00:00,10.397333847347929,5.579626748126284 
 01/07  07:00:00,10.383902590365138,5.503945738387663 
 01/07  08:00:00,10.355597893165378,5.40924088254372 
 01/07  09:00:00,10.378698920156742,5.364402907938595 
 01/07  10:00:00,10.587892334696118,5.52714199334388 
 01/07  11:00:00,10.881891049240869,5.777225273255997 
 01/07  12:00:00,11.222232436124799,6.090052876959994 
 01/07  13:00:00,11.363154994150575,6.262089283711105 
 01/07  14:00:00,11.384685308667797,6.331643795221959 
 01/07  15:00:00,11.319844916699429,6.325906475525429 
 01/07  16:00:00,11.178045422064774,6.231244695476023 
 01/07  17:00:00,10.971611581915042,6.06402018036381 
 01/07  18:00:00,10.768067456910906,5.886323285165238 
 01/07  19:00:00,10.632093190325595,5.795997890620573 
 01/07  20:00:00,10.533286661554403,5.746014398235588 
 01/07  21:00:00,10.440717328664747,5.684575546189223 
 01/07  22:00:00,10.363353004753604,5.599539045358304 
 01/07  23:00:00,10.295746762685165,5.507276284448643 
 01/07  24:00:00,10.247953800214284,5.423152709019202 
 01/08  01:00:00,10.003205159918819,5.192344329966444 
 01/08  02:00:00,9.716069902811882,4.9168322209852068 
 01/08  03:00:00,9.345991431466159,4.5409608278371069 
 01/08  04:00:00,9.08115806476159,4.2433257070161229 
 01/08  05:00:00,8.876246640383844,3.982524682839579 
 01/08  06:00:00,8.663166890144029,3.7004745245374717 
 01/08  07:00:00,8.453965230273554,3.4427149667182719 
 01/08  08:00:00,8.154098409455316,3.076003045265759 
 01/08  09:00:00,8.029126811559215,2.8928851063014178 
 01/08  10:00:00,9.264216648969255,4.087961453415708 
 01/08  11:00:00,10.376037154201154,5.159201903849562 
 01/08  12:00:00,11.10292967041154,5.914772701476592 
 01/08  13:00:00,11.843771983505955,6.666563554924067 
 01/08  14:00:00,12.096724884039798,6.931195087926299 
 01/08  15:00:00,12.643939328890893,7.483810917537491 
 01/08  16:00:00,12.783919259403508,7.669414951052656 
 01/08  17:00:00,11.649482184811447,6.518334221911615 
 01/08  18:00:00,10.534182546318306,5.4265974105484029 
 01/08  19:00:00,9.936245449164682,4.820084198105231 
 01/08  20:00:00,9.592148930071584,4.454207787153354 
 01/08  21:00:00,9.173053911754124,3.9785475496937146 
 01/08  22:00:00,8.978346210345603,3.7127710358710415 
 01/08  23:00:00,8.781728239564723,3.4358883429440545 
